DeviceID,Time,Rotation,Temperature,Vibration,Sound,Faulty
5,2016-09-07 03:58:41,560.1,39.2,151.8,57.4,1
5,2016-07-29 03:21:14,596.3,46.8,186.8,52.7,1
5,2016-11-29 15:14:50,476.6,46.1,108.0,51.8,1
4,2016-01-03 14:18:04,672.7,39.2,167.3,49.2,0
3,2016-01-03 08:04:20,541.4,35.0,145.3,45.1,0
1,2016-01-01 13:56:59,666.8,39.3,121.8,50.5,0
5,2016-12-09 01:46:05,404.3,43.6,155.9,52.7,1
4,2016-01-02 19:08:54,564.3,44.4,198.4,48.5,0
6,2016-10-06 22:40:17,412.0,45.7,107.8,53.4,1
1,2016-01-03 15:56:47,618.0,37.0,115.6,47.6,0
5,2016-09-05 20:33:21,580.6,49.0,202.3,54.8,1
6,2016-10-01 15:30:06,570.1,35.8,144.2,56.9,1
4,2016-01-02 15:02:57,618.3,44.9,150.8,48.0,0
2,2016-01-03 18:59:17,503.2,39.9,102.9,50.4,0
3,2016-01-02 05:15:16,619.5,43.7,175.5,47.6,0
6,2016-08-09 01:15:22,489.6,49.6,167.7,50.2,1
1,2016-01-01 19:21:11,606.9,40.6,184.7,50.4,0
6,2016-08-22 18:25:58,539.7,41.5,229.1,49.9,1
5,2016-08-10 10:56:26,406.7,35.8,213.9,58.5,1
6,2016-02-13 01:06:02,403.1,42.4,248.1,59.0,1
5,2016-07-09 21:23:31,491.4,42.3,237.6,53.9,1
6,2016-02-12 20:28:12,624.8,36.0,232.2,59.2,1
5,2016-11-03 07:28:54,562.3,53.9,136.8,47.7,1
3,2016-01-01 00:30:03,679.8,42.1,182.9,49.4,0
6,2016-12-02 03:46:34,582.5,41.0,137.3,54.0,1
4,2016-01-01 18:12:35,657.8,38.0,149.4,45.8,0
2,2016-01-03 17:04:58,667.1,42.7,193.3,49.2,0
2,2016-01-01 00:53:47,637.6,43.7,113.5,48.0,0
4,2016-01-02 19:18:57,630.3,35.9,179.3,50.6,0
2,2016-01-02 04:40:07,553.4,42.5,147.7,50.2,0
6,2016-10-14 08:30:27,496.8,45.1,150.5,52.1,1
6,2016-11-09 21:43:08,492.7,55.0,178.6,51.4,1
5,2016-06-23 15:10:45,537.1,54.1,239.4,50.7,1
5,2016-03-19 16:30:54,481.7,45.0,111.8,59.9,1
6,2016-06-29 15:21:03,617.4,43.5,159.6,59.2,1
4,2016-01-01 22:57:00,528.1,41.7,112.3,50.4,0
6,2016-08-16 21:45:10,417.6,52.5,144.6,55.1,1
1,2016-01-02 03:15:01,509.5,42.6,195.1,49.0,0
4,2016-01-03 23:03:44,547.3,41.3,138.3,50.1,0
5,2016-11-14 18:10:52,437.4,53.9,146.9,55.9,1
4,2016-01-01 04:20:15,661.2,37.6,154.0,45.5,0
4,2016-01-01 15:43:29,504.2,43.6,105.2,46.0,0
2,2016-01-02 21:46:34,554.1,36.3,155.3,46.8,0
4,2016-01-02 20:52:20,584.3,35.8,151.7,48.1,0
5,2016-05-08 23:09:17,479.4,35.5,185.7,59.7,1
6,2016-04-20 14:38:24,536.2,38.2,192.8,53.9,1
5,2016-06-29 15:18:06,497.3,53.4,151.1,56.1,1
5,2016-09-18 19:01:09,544.7,51.1,209.5,55.9,1
3,2016-01-01 01:11:18,603.1,37.8,122.7,45.5,0
2,2016-01-01 07:00:33,534.7,40.5,103.6,50.1,0
6,2016-01-15 23:18:03,516.0,44.3,212.6,55.5,1
3,2016-01-03 10:58:26,635.1,42.3,167.2,49.9,0
6,2016-06-17 08:53:05,485.5,54.5,217.5,46.8,1
2,2016-01-01 00:34:15,510.4,40.4,176.5,45.6,0
6,2016-01-04 08:04:11,506.4,54.9,100.1,52.2,1
4,2016-01-01 00:48:02,584.7,35.2,167.1,48.6,0
2,2016-01-01 02:25:02,639.4,39.6,112.9,45.4,0
1,2016-01-01 07:14:38,514.6,37.3,160.3,51.8,0
1,2016-01-03 02:33:59,540.7,40.5,148.4,46.6,0
5,2016-07-17 22:22:12,642.1,49.5,175.7,49.5,1
3,2016-01-03 19:12:08,690.0,40.2,138.3,48.4,0
2,2016-01-01 13:37:20,672.6,38.6,189.4,49.1,0
5,2016-03-26 16:56:43,447.3,35.8,215.3,53.6,1
3,2016-01-01 06:07:14,511.2,39.7,157.9,47.8,0
5,2016-04-07 09:02:14,471.8,52.7,203.5,51.1,1
1,2016-01-03 09:31:48,620.9,35.9,132.1,51.4,0
6,2016-01-02 19:33:48,464.1,35.3,156.0,47.0,1
5,2016-06-28 03:17:29,532.3,52.8,246.7,56.2,1
5,2016-10-31 13:07:57,542.2,51.2,237.4,53.7,1
6,2016-03-09 23:52:03,442.7,52.7,245.0,59.2,1
4,2016-01-02 02:34:23,566.6,40.8,148.1,48.7,0
5,2016-12-31 21:54:42,470.6,54.9,118.5,53.3,1
3,2016-01-02 01:20:48,539.9,41.1,178.2,46.9,0
5,2016-01-19 01:26:13,517.5,47.0,166.8,46.2,1
6,2016-06-02 11:22:30,614.4,44.1,138.9,46.3,1
4,2016-01-03 04:28:32,667.8,35.2,186.9,48.7,0
1,2016-01-01 10:52:10,632.4,40.0,146.6,50.0,0
6,2016-10-09 15:49:30,523.9,52.1,179.7,49.8,1
4,2016-01-01 01:46:10,507.8,36.3,147.1,48.0,0
2,2016-01-02 17:07:27,525.4,38.2,157.9,47.9,0
6,2016-08-08 22:49:09,560.6,37.0,151.8,58.4,1
5,2016-09-20 08:49:56,639.9,50.6,203.3,53.3,1
5,2016-08-04 05:43:17,487.0,51.0,142.7,57.0,1
5,2016-11-26 18:19:54,510.9,54.3,143.4,59.7,1
3,2016-01-02 18:34:50,683.9,35.4,148.9,45.4,0
4,2016-01-02 21:26:23,522.0,41.1,136.0,47.1,0
4,2016-01-02 19:36:09,619.1,38.9,108.4,50.7,0
3,2016-01-03 02:56:52,582.7,41.0,137.6,46.7,0
1,2016-01-02 14:47:38,581.2,41.0,195.0,49.0,0
3,2016-01-01 12:38:34,538.3,38.4,157.2,49.5,0
1,2016-01-01 13:58:43,689.3,40.6,168.8,51.7,0
1,2016-01-01 06:16:25,629.3,36.4,148.9,50.9,0
5,2016-09-15 04:12:13,502.0,46.8,230.1,52.0,1
2,2016-01-02 14:01:57,580.4,41.3,144.0,46.8,0
5,2016-04-27 13:10:36,525.2,44.3,126.6,57.5,1
2,2016-01-01 19:57:12,622.3,44.9,162.5,49.7,0
6,2016-05-03 01:40:12,413.9,35.4,140.0,46.0,1
4,2016-01-01 16:00:25,579.8,37.5,194.4,50.5,0
5,2016-11-01 22:53:26,546.0,41.1,103.6,56.0,1
6,2016-03-01 11:38:04,645.2,48.2,210.4,49.9,1
4,2016-01-02 12:36:43,687.2,39.1,110.6,47.4,0
1,2016-01-01 17:57:43,553.4,39.2,131.9,50.5,0
3,2016-01-02 23:14:23,605.8,40.5,145.8,48.0,0
4,2016-01-01 11:02:22,650.1,42.1,170.3,50.8,0
5,2016-11-20 08:07:55,498.3,44.4,194.7,53.9,1
6,2016-07-31 03:56:21,428.1,36.5,133.0,50.1,1
2,2016-01-01 14:17:43,573.9,43.9,170.0,51.1,0
2,2016-01-03 01:17:12,646.2,36.0,154.0,49.2,0
4,2016-01-02 07:06:42,519.3,44.8,120.0,51.7,0
6,2016-05-22 18:22:50,513.1,44.2,228.3,48.1,1
5,2016-04-06 08:46:48,545.5,49.2,113.1,47.4,1
1,2016-01-03 04:18:54,683.7,45.0,194.8,45.7,0
1,2016-01-01 13:45:34,583.4,40.5,112.0,49.1,0
5,2016-09-05 07:47:16,621.8,41.8,129.2,57.4,1
1,2016-01-03 18:54:28,658.1,41.6,109.4,51.7,0
5,2016-12-18 18:52:47,567.7,41.2,123.1,45.7,1
3,2016-01-03 22:00:08,599.4,41.3,102.5,49.2,0
2,2016-01-02 07:32:50,559.6,42.5,167.9,51.2,0
5,2016-01-04 13:23:41,416.6,50.7,159.7,58.5,1
5,2016-01-24 22:31:28,470.5,41.4,151.7,50.1,1
2,2016-01-02 01:58:39,531.5,43.1,148.0,47.7,0
6,2016-02-09 20:17:48,408.4,42.4,224.0,53.6,1
3,2016-01-01 03:40:30,654.3,42.9,196.0,47.0,0
5,2016-03-02 09:26:14,561.4,48.4,152.2,47.5,1
5,2016-12-03 10:56:25,635.8,39.4,185.8,49.8,1
1,2016-01-03 20:33:22,678.0,40.7,158.3,46.2,0
6,2016-12-22 15:03:24,553.3,52.0,191.8,52.2,1
5,2016-10-20 17:57:04,445.5,43.7,145.1,49.5,1
2,2016-01-02 01:00:49,639.5,43.4,162.0,47.1,0
1,2016-01-03 09:18:08,528.6,36.0,129.4,47.3,0
5,2016-04-16 10:42:30,531.6,44.4,157.2,45.9,1
6,2016-12-27 22:42:03,605.2,37.1,171.9,57.3,1
4,2016-01-01 12:37:58,608.5,42.3,129.8,50.1,0
3,2016-01-02 05:39:01,607.3,39.2,119.6,46.1,0
5,2016-12-06 17:25:28,425.3,53.4,126.9,47.2,1
4,2016-01-01 19:38:24,627.8,42.0,184.1,50.2,0
6,2016-01-30 01:40:26,479.7,47.1,147.3,54.0,1
5,2016-07-07 20:30:41,439.2,47.9,106.3,55.7,1
2,2016-01-03 23:02:44,545.8,42.3,144.2,48.3,0
4,2016-01-01 09:34:16,558.5,42.7,185.4,50.0,0
6,2016-12-06 10:09:42,508.7,53.7,207.1,45.4,1
5,2016-12-05 01:09:22,576.5,43.4,112.1,47.8,1
5,2016-05-05 14:22:34,491.5,43.4,167.6,49.3,1
5,2016-04-25 14:24:22,420.0,50.6,199.4,48.0,1
5,2016-01-02 14:28:23,473.0,39.2,117.1,52.7,1
6,2016-01-22 02:01:49,623.1,39.5,215.5,55.2,1
4,2016-01-01 05:53:03,633.5,36.1,172.5,48.1,0
6,2016-01-22 00:34:19,635.1,44.2,207.5,46.8,1
5,2016-03-12 04:13:06,403.7,40.4,141.1,58.5,1
3,2016-01-03 01:15:35,639.8,37.9,122.1,47.4,0
6,2016-02-26 05:07:58,416.0,39.2,160.0,54.6,1
3,2016-01-01 06:29:49,574.2,36.7,176.5,49.0,0
2,2016-01-01 20:11:36,650.7,37.1,181.4,48.4,0
4,2016-01-03 22:26:38,688.8,40.2,155.7,48.1,0
6,2016-02-23 09:09:43,560.1,45.7,203.8,58.3,1
2,2016-01-03 14:13:52,591.6,37.2,142.7,49.1,0
2,2016-01-02 13:43:27,565.5,38.2,175.2,50.1,0
1,2016-01-03 15:37:48,653.6,39.1,164.7,46.6,0
6,2016-07-10 23:36:21,484.7,52.1,213.8,48.2,1
4,2016-01-03 21:59:22,575.1,43.9,111.3,51.8,0
5,2016-09-20 12:31:03,555.3,47.9,231.5,53.7,1
4,2016-01-01 22:11:34,611.0,36.6,113.3,51.2,0
4,2016-01-01 03:19:21,500.8,42.2,139.5,47.3,0
4,2016-01-01 17:20:03,697.6,43.8,145.8,50.0,0
4,2016-01-03 01:28:53,598.1,37.4,129.4,51.1,0
4,2016-01-03 04:52:55,697.9,40.2,130.9,49.8,0
3,2016-01-01 00:37:39,687.8,42.6,112.8,50.8,0
2,2016-01-02 22:58:45,659.0,37.1,124.3,50.7,0
1,2016-01-03 06:58:35,625.3,38.2,132.6,45.5,0
1,2016-01-03 05:58:39,667.6,44.4,101.3,50.1,0
1,2016-01-01 01:06:01,535.3,39.7,121.7,49.6,0
6,2016-01-23 06:14:05,423.2,42.2,240.2,49.3,1
4,2016-01-01 23:43:30,578.6,41.2,116.3,48.1,0
3,2016-01-02 14:27:17,533.2,38.1,150.8,50.3,0
4,2016-01-01 16:02:30,586.3,35.6,107.1,47.1,0
6,2016-12-20 03:20:15,535.6,35.1,164.0,49.3,1
3,2016-01-02 16:16:56,500.7,35.1,178.6,50.5,0
1,2016-01-03 11:33:48,598.7,42.1,154.7,48.4,0
2,2016-01-03 17:49:49,539.8,40.7,179.5,51.9,0
3,2016-01-01 18:23:09,687.6,39.1,141.9,51.0,0
2,2016-01-03 04:22:54,506.7,42.6,164.5,47.7,0
2,2016-01-03 23:53:06,577.1,40.6,135.0,45.4,0
6,2016-08-17 02:29:12,556.6,51.3,203.9,45.0,1
6,2016-03-17 07:48:51,505.1,40.6,166.3,46.5,1
2,2016-01-02 15:34:35,553.2,38.7,180.1,50.5,0
6,2016-09-23 15:36:57,425.1,48.8,229.1,50.9,1
5,2016-12-01 23:20:45,442.4,38.1,237.9,56.0,1
1,2016-01-01 18:26:29,541.4,39.5,115.6,46.3,0
1,2016-01-02 23:55:40,549.6,38.0,194.8,48.5,0
4,2016-01-03 23:48:34,675.4,44.0,132.3,47.7,0
5,2016-02-06 16:20:16,401.1,54.3,209.3,52.7,1
5,2016-03-06 19:13:01,468.9,49.9,223.5,55.3,1
3,2016-01-03 01:32:28,559.4,38.7,156.4,49.1,0
5,2016-11-23 01:05:09,585.9,50.4,102.4,56.6,1
6,2016-10-28 17:06:10,428.6,53.8,168.2,57.7,1
2,2016-01-03 02:26:03,614.5,43.7,192.0,51.1,0
2,2016-01-01 18:25:04,698.3,39.1,192.1,47.6,0
4,2016-01-03 04:17:45,541.3,42.3,196.5,46.8,0
3,2016-01-02 02:33:21,543.7,35.9,148.2,51.5,0
5,2016-05-28 09:33:21,421.7,43.3,190.8,55.8,1
6,2016-01-09 20:39:45,646.8,50.7,155.7,46.5,1
5,2016-04-21 02:47:47,433.5,43.8,200.0,47.0,1
3,2016-01-03 04:59:37,616.4,44.4,182.1,48.8,0
1,2016-01-02 20:02:13,599.2,41.9,113.6,48.8,0
3,2016-01-03 10:47:25,669.8,36.4,108.9,51.0,0
3,2016-01-03 19:47:56,539.4,35.2,117.9,47.4,0
5,2016-04-04 06:51:08,403.8,50.9,115.7,50.8,1
6,2016-08-11 15:42:18,566.0,35.3,241.6,55.4,1
6,2016-07-22 00:26:02,459.2,47.4,208.3,54.5,1
6,2016-03-06 22:53:11,498.5,54.8,195.9,57.0,1
5,2016-04-06 13:01:10,537.7,49.0,166.3,48.9,1
5,2016-08-31 03:55:12,620.0,46.4,135.2,48.4,1
5,2016-03-08 12:44:23,430.5,38.0,201.6,58.3,1
6,2016-12-22 11:33:56,542.0,48.5,240.0,57.5,1
5,2016-08-21 10:07:18,557.2,38.6,204.7,58.9,1
1,2016-01-03 20:40:56,521.0,42.7,127.4,51.9,0
4,2016-01-03 15:00:14,594.5,36.9,114.9,48.8,0
5,2016-04-01 03:02:24,452.7,38.2,241.4,47.1,1
5,2016-09-05 18:48:55,448.7,38.3,214.5,49.1,1
3,2016-01-01 04:16:15,579.9,38.2,145.6,50.9,0
5,2016-06-12 17:16:02,572.8,44.7,143.3,55.8,1
5,2016-09-11 00:21:16,545.2,50.4,122.9,56.1,1
2,2016-01-01 19:49:30,651.8,44.3,140.5,45.9,0
4,2016-01-02 21:03:11,518.7,39.8,179.4,51.7,0
5,2016-06-20 00:57:20,612.3,48.7,112.1,48.5,1
2,2016-01-02 20:25:38,524.9,36.6,156.1,48.4,0
3,2016-01-01 02:30:06,629.7,38.9,159.4,51.9,0
5,2016-04-28 00:59:55,415.9,42.3,131.2,58.9,1
6,2016-05-08 22:28:52,413.8,46.1,155.8,54.5,1
1,2016-01-02 04:06:23,684.0,42.8,120.1,46.1,0
6,2016-10-08 07:03:27,546.2,51.2,163.8,57.8,1
5,2016-08-06 05:21:17,622.1,42.0,153.5,56.1,1
5,2016-09-16 13:09:30,405.0,47.8,241.2,57.0,1
4,2016-01-03 08:17:32,582.7,44.8,159.6,48.2,0
3,2016-01-03 09:34:41,502.5,40.9,103.2,48.3,0
1,2016-01-02 03:39:51,656.9,38.7,143.3,46.7,0
6,2016-06-17 09:43:46,578.6,41.4,128.3,46.4,1
3,2016-01-01 04:36:56,660.2,38.9,151.2,50.6,0
3,2016-01-02 22:41:13,696.9,39.2,153.1,50.3,0
1,2016-01-02 06:25:16,632.2,40.2,146.0,48.4,0
3,2016-01-01 10:20:24,627.4,37.1,110.6,47.3,0
5,2016-10-21 12:39:32,548.5,44.9,195.1,49.8,1
1,2016-01-02 14:39:01,619.3,44.1,141.9,47.9,0
3,2016-01-01 03:26:23,538.1,43.2,142.5,48.2,0
1,2016-01-03 06:53:20,687.7,43.3,138.8,45.5,0
2,2016-01-03 09:01:05,663.9,44.1,124.0,45.7,0
2,2016-01-02 12:15:18,641.8,42.4,148.4,50.2,0
6,2016-08-11 09:56:07,426.3,52.3,150.0,51.8,1
3,2016-01-03 22:06:28,580.0,42.6,167.4,48.2,0
3,2016-01-03 21:46:44,521.0,40.2,107.8,47.1,0
6,2016-11-22 04:08:43,468.0,47.8,182.9,53.0,1
3,2016-01-02 20:42:14,610.1,44.3,181.7,51.6,0
5,2016-08-22 07:03:03,466.3,48.5,166.1,57.2,1
6,2016-12-25 20:42:51,594.9,37.6,116.0,53.7,1
6,2016-02-13 02:52:38,563.6,36.1,169.3,48.2,1
3,2016-01-02 09:12:11,616.7,36.9,115.0,46.6,0
5,2016-05-04 05:13:44,624.7,44.6,149.6,56.4,1
3,2016-01-01 18:15:08,547.0,44.8,148.7,51.6,0
5,2016-08-13 05:38:09,601.6,51.4,236.1,54.1,1
3,2016-01-02 18:08:07,552.9,37.4,149.1,46.2,0
5,2016-09-20 12:13:31,546.7,45.6,133.4,53.1,1
5,2016-09-10 04:10:10,427.2,35.4,134.0,51.6,1
4,2016-01-02 04:27:17,609.5,43.7,142.3,48.0,0
1,2016-01-03 05:32:53,620.5,41.4,120.6,48.3,0
4,2016-01-02 09:34:14,662.0,39.9,147.9,50.3,0
2,2016-01-02 21:09:42,555.4,42.6,141.1,49.4,0
6,2016-11-11 08:07:24,584.3,43.0,211.7,53.3,1
3,2016-01-01 13:29:58,604.8,39.0,127.8,48.7,0
6,2016-06-26 10:39:13,451.1,42.8,161.1,53.1,1
3,2016-01-02 12:01:05,566.2,37.3,118.5,47.5,0
5,2016-06-15 14:27:39,483.2,42.3,132.4,49.0,1
3,2016-01-03 02:51:05,509.9,42.7,175.7,50.1,0
4,2016-01-01 03:33:40,576.4,37.4,188.6,46.0,0
2,2016-01-02 18:01:40,645.1,44.7,183.9,49.7,0
3,2016-01-03 01:05:09,569.5,42.0,161.0,50.3,0
6,2016-03-03 21:38:55,608.1,44.2,243.3,58.1,1
6,2016-07-16 18:57:21,532.4,46.3,185.3,45.4,1
5,2016-02-11 00:42:28,599.9,41.6,223.5,48.4,1
4,2016-01-03 12:54:32,608.6,42.5,144.2,46.0,0
6,2016-07-22 00:05:58,524.1,37.1,183.0,45.1,1
3,2016-01-01 01:33:33,603.4,35.8,199.4,45.6,0
1,2016-01-02 13:50:10,513.3,43.2,140.1,46.1,0
3,2016-01-01 14:07:11,650.2,40.6,154.4,45.9,0
4,2016-01-01 04:34:31,647.2,41.4,162.1,49.7,0
6,2016-05-29 12:20:27,562.7,44.9,233.9,56.4,1
6,2016-12-12 06:44:19,430.0,54.4,121.9,45.2,1
5,2016-03-24 09:13:42,630.9,37.0,155.4,49.9,1
5,2016-07-15 20:01:00,600.1,37.6,110.7,47.8,1
3,2016-01-03 07:18:01,572.1,42.1,163.2,51.0,0
2,2016-01-01 17:25:17,519.5,42.4,119.2,51.7,0
6,2016-05-26 08:06:51,514.0,53.4,231.3,55.2,1
6,2016-10-23 21:54:52,489.8,50.2,175.3,47.1,1
5,2016-08-28 08:21:47,594.7,50.9,141.8,55.7,1
5,2016-10-05 03:39:21,568.0,37.3,127.9,45.9,1
4,2016-01-02 15:29:37,536.6,35.8,103.9,46.0,0
1,2016-01-02 04:31:59,615.3,35.4,120.0,51.5,0
6,2016-03-27 22:28:56,431.4,51.1,178.8,59.1,1
2,2016-01-03 20:39:30,638.4,38.0,146.4,46.4,0
5,2016-05-28 17:42:34,572.7,49.7,131.6,49.9,1
5,2016-07-17 12:51:55,600.6,51.9,214.4,53.2,1
3,2016-01-02 00:28:30,620.3,41.9,174.2,50.9,0
5,2016-01-27 02:41:49,548.4,48.8,165.6,55.2,1
6,2016-12-18 05:59:02,446.0,49.7,122.3,50.9,1
6,2016-03-09 22:22:11,645.1,47.9,153.4,54.3,1
6,2016-09-21 15:34:58,529.6,42.9,136.3,45.8,1
2,2016-01-02 09:47:39,605.2,38.6,142.9,45.4,0
5,2016-06-19 02:08:08,619.2,41.4,240.9,47.7,1
4,2016-01-03 09:08:54,557.9,36.3,137.6,46.5,0
5,2016-10-07 06:06:32,594.0,45.1,163.8,45.7,1
5,2016-03-25 20:41:44,553.8,47.8,237.5,50.4,1
4,2016-01-03 04:22:22,576.6,36.3,127.3,50.8,0
6,2016-09-19 03:18:50,550.2,50.2,201.7,54.7,1
3,2016-01-03 15:00:55,612.3,36.8,104.2,51.9,0
5,2016-07-15 05:42:20,542.0,41.3,193.1,48.7,1
3,2016-01-02 05:14:56,509.6,40.3,122.7,47.7,0
1,2016-01-01 16:12:22,689.8,40.8,159.8,45.9,0
4,2016-01-02 04:39:06,543.2,35.1,128.4,49.7,0
5,2016-05-31 18:53:11,531.9,48.3,216.1,56.3,1
5,2016-05-20 02:49:48,492.1,51.3,170.5,55.6,1
6,2016-07-01 20:56:36,451.9,48.2,206.2,47.3,1
3,2016-01-02 16:40:55,501.6,36.3,110.6,52.0,0
5,2016-03-09 06:14:46,542.6,37.7,110.3,53.1,1
1,2016-01-02 01:54:43,534.6,38.5,198.2,46.5,0
5,2016-01-19 09:53:21,600.3,50.7,248.8,53.7,1
5,2016-12-01 06:38:46,512.4,51.9,123.9,49.2,1
1,2016-01-02 02:07:12,523.2,40.6,152.3,50.4,0
5,2016-07-10 13:53:01,586.2,36.0,170.6,56.8,1
2,2016-01-01 17:32:53,691.0,37.2,147.0,50.8,0
5,2016-02-22 18:14:17,647.2,37.6,100.7,50.2,1
6,2016-05-25 05:41:53,509.1,53.4,228.8,54.1,1
4,2016-01-02 08:31:23,513.1,37.9,134.0,48.5,0
6,2016-06-05 02:21:02,547.8,41.0,115.2,55.8,1
6,2016-09-05 02:13:47,557.5,45.8,140.5,46.5,1
1,2016-01-01 12:42:04,525.8,39.9,182.0,47.7,0
6,2016-03-12 04:33:03,547.5,48.0,173.2,57.8,1
5,2016-03-01 20:41:44,427.8,42.1,110.3,58.7,1
6,2016-03-06 06:14:30,625.0,47.8,100.7,45.0,1
6,2016-09-30 00:54:16,490.0,45.1,120.2,50.4,1
4,2016-01-01 21:21:17,544.8,40.8,115.1,51.3,0
4,2016-01-02 18:54:34,635.0,44.0,193.0,45.1,0
4,2016-01-03 20:31:17,624.5,39.1,120.4,46.9,0
3,2016-01-03 02:48:16,508.0,44.6,127.3,51.8,0
6,2016-03-11 16:05:33,547.2,38.6,196.7,51.3,1
4,2016-01-03 05:48:45,580.8,43.9,126.2,51.4,0
6,2016-07-27 23:11:45,642.2,46.3,129.4,52.7,1
2,2016-01-01 06:14:21,519.7,36.1,143.6,47.6,0
6,2016-01-04 14:04:55,639.5,41.9,106.4,46.2,1
5,2016-05-10 22:40:23,479.3,48.2,193.1,53.1,1
6,2016-10-10 03:44:10,492.4,45.1,146.4,54.6,1
6,2016-07-04 20:00:36,564.0,40.9,157.7,48.1,1
6,2016-03-29 20:00:55,604.0,44.7,111.0,53.2,1
5,2016-08-22 14:39:45,543.6,38.0,105.1,51.5,1
6,2016-11-09 11:18:26,490.5,54.8,197.2,59.5,1
5,2016-07-09 00:18:01,640.2,45.6,248.6,47.0,1
5,2016-02-15 10:07:47,519.5,44.2,177.7,56.1,1
5,2016-07-17 08:04:06,609.0,36.6,117.9,49.3,1
4,2016-01-03 05:59:01,531.7,43.7,170.3,51.6,0
5,2016-08-09 04:34:30,568.4,36.5,236.2,46.6,1
5,2016-11-08 19:53:10,419.8,48.9,189.5,51.9,1
6,2016-10-28 04:10:25,573.4,36.4,105.5,46.6,1
4,2016-01-01 02:54:23,536.2,42.8,143.8,45.9,0
5,2016-05-23 23:41:17,512.8,45.7,205.8,56.1,1
6,2016-02-19 11:27:43,457.0,39.6,169.3,58.2,1
2,2016-01-02 09:39:39,505.5,40.3,188.1,48.9,0
6,2016-06-05 04:34:05,623.2,44.0,197.4,45.6,1
5,2016-02-15 09:49:11,622.0,41.0,155.4,53.6,1
3,2016-01-01 06:56:41,685.0,44.2,152.0,49.3,0
6,2016-02-21 04:58:50,465.9,39.5,145.8,50.0,1
6,2016-01-06 05:36:44,466.7,37.3,205.1,49.1,1
2,2016-01-03 10:07:22,535.1,35.8,150.7,47.4,0
5,2016-06-19 04:14:34,519.6,36.6,183.3,54.3,1
1,2016-01-03 02:31:39,571.7,40.8,135.5,50.1,0
5,2016-01-03 14:46:05,569.0,53.2,207.2,56.6,1
3,2016-01-03 14:17:52,591.1,43.9,171.3,46.0,0
3,2016-01-01 04:06:10,589.4,42.0,196.3,46.8,0
6,2016-03-16 10:02:54,469.6,36.9,235.8,50.3,1
5,2016-04-07 16:23:51,627.4,45.0,110.0,47.6,1
6,2016-12-31 04:43:00,560.0,51.5,212.4,52.3,1
1,2016-01-01 12:13:02,572.1,35.3,104.7,45.4,0
5,2016-12-31 19:16:38,446.4,50.8,203.3,53.0,1
1,2016-01-02 00:37:15,662.6,38.9,193.9,51.4,0
3,2016-01-02 10:20:08,588.4,35.4,101.2,49.6,0
4,2016-01-01 06:17:07,522.5,42.8,128.1,50.3,0
6,2016-12-24 04:46:41,437.3,51.3,106.2,45.6,1
6,2016-10-03 03:32:01,558.3,51.7,172.9,49.1,1
1,2016-01-02 04:35:44,586.9,41.6,145.2,46.2,0
2,2016-01-03 11:06:25,526.7,38.2,115.3,49.2,0
1,2016-01-02 05:33:09,634.0,44.3,124.6,47.3,0
2,2016-01-02 17:46:26,678.5,35.5,157.8,48.8,0
5,2016-04-08 09:26:35,514.2,49.6,222.6,45.9,1
1,2016-01-02 03:29:13,544.1,43.1,198.5,45.8,0
4,2016-01-02 14:34:44,533.2,38.1,162.2,49.7,0
3,2016-01-03 04:30:45,668.5,37.7,186.0,49.9,0
6,2016-02-25 17:49:05,516.0,54.9,146.7,52.9,1
5,2016-10-12 19:35:26,557.6,40.0,161.4,45.5,1
5,2016-04-02 22:26:50,637.8,35.1,151.5,45.0,1
5,2016-07-06 07:38:42,535.4,46.8,184.9,56.1,1
2,2016-01-02 21:07:16,508.8,40.2,190.9,48.0,0
1,2016-01-02 16:14:37,533.4,39.5,191.3,46.2,0
2,2016-01-01 22:22:44,657.9,41.2,133.0,51.1,0
4,2016-01-02 10:06:19,596.5,39.6,197.2,47.0,0
1,2016-01-02 14:39:54,682.3,42.8,187.2,46.1,0
6,2016-05-20 06:59:39,496.3,48.2,153.1,51.3,1
2,2016-01-02 09:02:00,582.3,39.3,137.6,50.9,0
5,2016-04-20 07:22:35,421.0,44.1,176.1,48.2,1
5,2016-04-09 22:07:22,413.9,54.6,125.8,50.0,1
4,2016-01-01 07:06:57,672.9,42.2,184.5,45.6,0
5,2016-12-21 05:31:55,592.5,47.0,239.9,51.9,1
4,2016-01-02 16:43:39,557.6,36.3,183.8,48.5,0
5,2016-09-03 02:56:38,624.8,38.2,193.7,53.2,1
6,2016-08-17 12:29:41,487.7,39.7,171.0,52.3,1
6,2016-09-22 11:18:14,404.1,48.1,161.8,50.1,1
6,2016-03-03 00:11:15,618.8,37.4,213.7,55.5,1
6,2016-09-06 20:28:02,476.0,38.6,108.0,45.7,1
5,2016-09-03 12:20:09,638.2,54.7,175.2,51.3,1
6,2016-02-06 03:31:38,614.4,46.8,120.8,58.9,1
4,2016-01-03 15:37:32,530.6,38.8,169.8,48.6,0
4,2016-01-03 11:36:18,563.1,39.6,124.4,48.0,0
3,2016-01-01 12:47:37,564.7,44.9,100.0,48.8,0
6,2016-11-08 20:19:02,452.4,40.8,165.8,55.7,1
4,2016-01-01 04:43:24,612.8,36.3,199.2,47.6,0
5,2016-06-26 01:58:15,448.7,37.4,130.3,51.7,1
4,2016-01-01 00:35:32,661.5,41.2,154.7,48.9,0
